MINE_ID,SUBUNIT,EQUIPMENT_TYPE,FAILURE_CAUSE,LOST_HOURS,PARTS_WAIT_HOURS,INSPECTION_YEAR
TITAN-01,Stope Production Face,Haulage LHD,Hydraulic Burst,21.1,30.9,2023
TITAN-01,Shaft / Hoistway,Mine Fan,Power Transmission Failure,27.7,12.2,2023
TITAN-01,Drift / Ramp,Mine Fan,Power Transmission Failure,14.6,92.1,2025
SUR-03,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,13.4,14.1,2024
SUR-03,Pump Station,Slurry Pump,Bearing Seizure,4.6,17.6,2024
ANDINA-02,Shaft / Hoistway,Haulage LHD,Electrical Fault,20.7,86.3,2024
ANDINA-02,Stope Production Face,Mine Fan,Power Transmission Failure,19.9,17.7,2024
SUR-03,Underground Haulageway,Haulage LHD,Electrical Fault,8.1,25.3,2025
SUR-03,Shaft / Hoistway,Mine Fan,Electrical Fault,38.7,20.5,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Electrical Fault,20.3,5.9,2024
TITAN-01,Stope Production Face,Mine Fan,Bearing Seizure,13.9,1.9,2024
ANDINA-02,Underground Haulageway,Mine Fan,Bearing Seizure,7.8,61.9,2025
SUR-03,Underground Haulageway,Continuous Haulage,Bearing Seizure,23.3,49.7,2023
ANDINA-02,Pump Station,Slurry Pump,Bearing Seizure,37.5,15.9,2024
SUR-03,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,12.0,16.8,2025
TITAN-01,Underground Haulageway,Drill Jumbo,Hydraulic Burst,9.9,139.2,2025
ANDINA-02,Underground Haulageway,Slurry Pump,Hydraulic Burst,21.7,211.0,2024
ANDINA-02,Drift / Ramp,Drill Jumbo,Hydraulic Burst,8.1,30.8,2023
SUR-03,Drift / Ramp,Slurry Pump,Power Transmission Failure,30.4,77.8,2023
TITAN-01,Underground Haulageway,Drill Jumbo,Hydraulic Burst,26.3,64.1,2023
ANDINA-02,Pump Station,Continuous Haulage,Power Transmission Failure,6.2,16.9,2025
TITAN-01,Underground Haulageway,Drill Jumbo,Power Transmission Failure,4.9,2.9,2024
ANDINA-02,Stope Production Face,Mine Fan,Power Transmission Failure,27.2,7.4,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,12.4,87.5,2025
SUR-03,Pump Station,Haulage LHD,Electrical Fault,6.2,63.1,2024
ANDINA-02,Stope Production Face,Haulage LHD,Hydraulic Burst,38.2,52.4,2024
ANDINA-02,Pump Station,Slurry Pump,Hydraulic Burst,13.0,6.7,2023
TITAN-01,Stope Production Face,Continuous Haulage,Bearing Seizure,18.8,49.0,2024
TITAN-01,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,10.5,71.0,2024
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Electrical Fault,27.7,94.6,2025
SUR-03,Drift / Ramp,Haulage LHD,Bearing Seizure,12.6,0.6,2025
TITAN-01,Stope Production Face,Slurry Pump,Electrical Fault,86.6,55.4,2023
TITAN-01,Drift / Ramp,Slurry Pump,Electrical Fault,33.1,0.9,2025
TITAN-01,Stope Production Face,Continuous Haulage,Power Transmission Failure,7.5,58.9,2023
ANDINA-02,Drift / Ramp,Continuous Haulage,Hydraulic Burst,16.9,48.5,2023
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Power Transmission Failure,15.7,7.7,2024
ANDINA-02,Pump Station,Mine Fan,Power Transmission Failure,22.3,69.7,2023
ANDINA-02,Drift / Ramp,Mine Fan,Bearing Seizure,48.3,3.4,2024
SUR-03,Stope Production Face,Drill Jumbo,Power Transmission Failure,25.0,84.0,2023
SUR-03,Stope Production Face,Mine Fan,Hydraulic Burst,5.5,14.6,2025
ANDINA-02,Shaft / Hoistway,Haulage LHD,Electrical Fault,29.6,56.0,2025
SUR-03,Stope Production Face,Mine Fan,Power Transmission Failure,4.2,123.5,2025
TITAN-01,Underground Haulageway,Drill Jumbo,Electrical Fault,40.3,19.9,2023
TITAN-01,Pump Station,Mine Fan,Power Transmission Failure,30.4,33.5,2023
TITAN-01,Drift / Ramp,Slurry Pump,Electrical Fault,12.9,29.9,2024
ANDINA-02,Pump Station,Continuous Haulage,Power Transmission Failure,12.3,8.2,2024
TITAN-01,Shaft / Hoistway,Haulage LHD,Bearing Seizure,42.4,42.8,2024
SUR-03,Drift / Ramp,Slurry Pump,Electrical Fault,40.7,65.2,2024
ANDINA-02,Drift / Ramp,Slurry Pump,Power Transmission Failure,14.4,119.4,2023
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,12.5,91.3,2023
TITAN-01,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,23.7,34.2,2024
TITAN-01,Stope Production Face,Continuous Haulage,Bearing Seizure,4.2,60.9,2023
TITAN-01,Underground Haulageway,Haulage LHD,Bearing Seizure,6.1,77.4,2023
ANDINA-02,Underground Haulageway,Drill Jumbo,Electrical Fault,7.2,32.7,2023
SUR-03,Pump Station,Haulage LHD,Electrical Fault,8.9,5.9,2023
ANDINA-02,Pump Station,Mine Fan,Bearing Seizure,21.2,27.7,2024
ANDINA-02,Pump Station,Slurry Pump,Hydraulic Burst,120.6,88.7,2024
TITAN-01,Underground Haulageway,Haulage LHD,Hydraulic Burst,29.4,43.6,2023
ANDINA-02,Stope Production Face,Slurry Pump,Power Transmission Failure,5.5,61.9,2025
ANDINA-02,Drift / Ramp,Drill Jumbo,Hydraulic Burst,21.9,9.8,2024
TITAN-01,Pump Station,Mine Fan,Power Transmission Failure,20.5,160.0,2024
ANDINA-02,Stope Production Face,Drill Jumbo,Electrical Fault,7.7,24.8,2025
TITAN-01,Shaft / Hoistway,Mine Fan,Electrical Fault,64.7,50.9,2024
TITAN-01,Pump Station,Mine Fan,Hydraulic Burst,17.9,0.9,2025
TITAN-01,Drift / Ramp,Slurry Pump,Electrical Fault,129.1,6.5,2025
TITAN-01,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,17.1,73.1,2023
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,26.5,165.2,2024
TITAN-01,Drift / Ramp,Haulage LHD,Hydraulic Burst,6.7,18.5,2025
TITAN-01,Pump Station,Drill Jumbo,Hydraulic Burst,18.5,1.8,2023
ANDINA-02,Underground Haulageway,Haulage LHD,Power Transmission Failure,10.5,21.5,2024
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,47.3,0.8,2023
SUR-03,Drift / Ramp,Continuous Haulage,Power Transmission Failure,40.8,10.3,2023
ANDINA-02,Drift / Ramp,Continuous Haulage,Power Transmission Failure,45.7,67.0,2025
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,34.9,132.8,2024
SUR-03,Stope Production Face,Drill Jumbo,Bearing Seizure,46.9,4.4,2023
ANDINA-02,Underground Haulageway,Haulage LHD,Bearing Seizure,9.4,39.2,2025
ANDINA-02,Pump Station,Mine Fan,Bearing Seizure,18.4,14.1,2025
ANDINA-02,Pump Station,Haulage LHD,Power Transmission Failure,32.3,7.2,2023
ANDINA-02,Stope Production Face,Continuous Haulage,Bearing Seizure,28.3,11.9,2023
SUR-03,Drift / Ramp,Haulage LHD,Electrical Fault,34.2,41.4,2025
ANDINA-02,Underground Haulageway,Mine Fan,Bearing Seizure,10.1,3.2,2023
ANDINA-02,Pump Station,Drill Jumbo,Bearing Seizure,6.5,27.3,2023
SUR-03,Pump Station,Haulage LHD,Bearing Seizure,63.7,7.0,2024
TITAN-01,Drift / Ramp,Continuous Haulage,Hydraulic Burst,23.7,15.3,2025
SUR-03,Stope Production Face,Continuous Haulage,Electrical Fault,8.0,10.2,2023
TITAN-01,Underground Haulageway,Drill Jumbo,Electrical Fault,41.9,103.0,2025
SUR-03,Stope Production Face,Haulage LHD,Power Transmission Failure,63.1,59.1,2024
SUR-03,Stope Production Face,Mine Fan,Power Transmission Failure,8.5,97.4,2025
ANDINA-02,Underground Haulageway,Drill Jumbo,Bearing Seizure,44.8,23.2,2025
TITAN-01,Underground Haulageway,Haulage LHD,Hydraulic Burst,69.0,18.0,2025
ANDINA-02,Pump Station,Slurry Pump,Power Transmission Failure,70.9,23.0,2024
TITAN-01,Pump Station,Continuous Haulage,Power Transmission Failure,62.9,0.9,2024
SUR-03,Underground Haulageway,Mine Fan,Bearing Seizure,23.0,61.9,2025
SUR-03,Shaft / Hoistway,Mine Fan,Bearing Seizure,14.6,20.7,2025
TITAN-01,Pump Station,Mine Fan,Power Transmission Failure,4.2,18.0,2024
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,5.5,43.8,2023
ANDINA-02,Underground Haulageway,Haulage LHD,Electrical Fault,17.4,27.5,2024
ANDINA-02,Pump Station,Drill Jumbo,Hydraulic Burst,16.2,189.8,2025
ANDINA-02,Stope Production Face,Haulage LHD,Electrical Fault,8.9,21.1,2023
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,16.1,45.7,2023
SUR-03,Drift / Ramp,Mine Fan,Electrical Fault,8.6,17.9,2023
SUR-03,Shaft / Hoistway,Haulage LHD,Electrical Fault,49.3,224.0,2024
SUR-03,Underground Haulageway,Mine Fan,Power Transmission Failure,12.5,28.3,2024
SUR-03,Underground Haulageway,Slurry Pump,Bearing Seizure,25.9,48.3,2024
ANDINA-02,Pump Station,Mine Fan,Power Transmission Failure,20.8,6.5,2024
ANDINA-02,Pump Station,Mine Fan,Bearing Seizure,5.3,63.4,2025
ANDINA-02,Pump Station,Drill Jumbo,Power Transmission Failure,72.4,15.1,2023
ANDINA-02,Drift / Ramp,Slurry Pump,Power Transmission Failure,22.0,28.6,2025
SUR-03,Pump Station,Mine Fan,Power Transmission Failure,13.4,103.0,2024
SUR-03,Underground Haulageway,Mine Fan,Hydraulic Burst,8.1,169.2,2024
SUR-03,Pump Station,Slurry Pump,Bearing Seizure,13.9,26.5,2025
TITAN-01,Stope Production Face,Slurry Pump,Hydraulic Burst,4.5,86.4,2023
ANDINA-02,Pump Station,Haulage LHD,Power Transmission Failure,14.8,2.6,2023
ANDINA-02,Drift / Ramp,Drill Jumbo,Electrical Fault,22.2,90.3,2024
SUR-03,Stope Production Face,Slurry Pump,Hydraulic Burst,53.3,47.7,2024
ANDINA-02,Underground Haulageway,Slurry Pump,Bearing Seizure,31.9,32.2,2024
ANDINA-02,Underground Haulageway,Continuous Haulage,Power Transmission Failure,6.8,105.9,2024
SUR-03,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,7.8,89.6,2023
TITAN-01,Stope Production Face,Drill Jumbo,Electrical Fault,17.4,16.9,2025
TITAN-01,Shaft / Hoistway,Mine Fan,Hydraulic Burst,9.2,75.3,2023
TITAN-01,Stope Production Face,Mine Fan,Bearing Seizure,4.7,5.0,2025
SUR-03,Stope Production Face,Mine Fan,Hydraulic Burst,43.2,83.1,2024
ANDINA-02,Drift / Ramp,Mine Fan,Electrical Fault,4.5,54.0,2024
SUR-03,Shaft / Hoistway,Continuous Haulage,Electrical Fault,46.6,4.4,2025
SUR-03,Drift / Ramp,Slurry Pump,Bearing Seizure,7.7,55.2,2024
ANDINA-02,Stope Production Face,Mine Fan,Electrical Fault,92.2,41.7,2023
TITAN-01,Underground Haulageway,Haulage LHD,Power Transmission Failure,26.2,43.3,2024
TITAN-01,Stope Production Face,Mine Fan,Electrical Fault,35.9,16.5,2024
SUR-03,Drift / Ramp,Slurry Pump,Power Transmission Failure,6.8,14.9,2024
TITAN-01,Shaft / Hoistway,Mine Fan,Hydraulic Burst,51.6,69.0,2024
SUR-03,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,47.9,14.2,2023
SUR-03,Drift / Ramp,Drill Jumbo,Power Transmission Failure,29.4,28.4,2025
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,20.7,57.0,2024
ANDINA-02,Pump Station,Slurry Pump,Electrical Fault,34.7,4.0,2024
ANDINA-02,Underground Haulageway,Drill Jumbo,Power Transmission Failure,4.1,43.3,2023
SUR-03,Underground Haulageway,Drill Jumbo,Electrical Fault,25.5,42.7,2023
ANDINA-02,Underground Haulageway,Haulage LHD,Hydraulic Burst,49.1,55.3,2023
TITAN-01,Shaft / Hoistway,Slurry Pump,Bearing Seizure,14.6,22.2,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Electrical Fault,6.8,28.6,2025
SUR-03,Stope Production Face,Drill Jumbo,Electrical Fault,17.1,19.2,2023
SUR-03,Stope Production Face,Drill Jumbo,Bearing Seizure,35.2,79.3,2023
ANDINA-02,Underground Haulageway,Drill Jumbo,Bearing Seizure,6.7,6.7,2023
SUR-03,Pump Station,Continuous Haulage,Hydraulic Burst,9.5,158.2,2025
SUR-03,Stope Production Face,Mine Fan,Electrical Fault,7.8,48.4,2024
TITAN-01,Stope Production Face,Continuous Haulage,Electrical Fault,42.3,104.6,2024
TITAN-01,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,5.6,26.7,2024
ANDINA-02,Pump Station,Haulage LHD,Electrical Fault,31.8,19.4,2023
SUR-03,Underground Haulageway,Mine Fan,Power Transmission Failure,15.0,110.9,2024
SUR-03,Stope Production Face,Haulage LHD,Power Transmission Failure,37.8,5.0,2023
TITAN-01,Pump Station,Slurry Pump,Power Transmission Failure,84.0,6.0,2025
SUR-03,Pump Station,Slurry Pump,Electrical Fault,6.9,17.1,2025
TITAN-01,Underground Haulageway,Haulage LHD,Power Transmission Failure,13.1,154.2,2024
ANDINA-02,Pump Station,Haulage LHD,Power Transmission Failure,43.9,48.1,2023
TITAN-01,Pump Station,Haulage LHD,Hydraulic Burst,11.4,38.8,2023
SUR-03,Pump Station,Slurry Pump,Hydraulic Burst,9.8,58.7,2024
ANDINA-02,Stope Production Face,Drill Jumbo,Bearing Seizure,45.9,25.9,2025
TITAN-01,Underground Haulageway,Haulage LHD,Bearing Seizure,108.4,68.1,2025
TITAN-01,Pump Station,Mine Fan,Bearing Seizure,23.5,24.0,2025
ANDINA-02,Pump Station,Slurry Pump,Bearing Seizure,11.8,84.0,2025
ANDINA-02,Stope Production Face,Continuous Haulage,Hydraulic Burst,16.2,14.9,2025
TITAN-01,Underground Haulageway,Continuous Haulage,Hydraulic Burst,8.5,15.6,2024
SUR-03,Shaft / Hoistway,Mine Fan,Hydraulic Burst,38.4,35.5,2024
TITAN-01,Stope Production Face,Drill Jumbo,Power Transmission Failure,39.6,27.0,2024
ANDINA-02,Underground Haulageway,Haulage LHD,Power Transmission Failure,53.9,50.1,2025
TITAN-01,Pump Station,Slurry Pump,Bearing Seizure,4.6,21.7,2025
ANDINA-02,Underground Haulageway,Haulage LHD,Power Transmission Failure,23.8,12.6,2024
ANDINA-02,Underground Haulageway,Slurry Pump,Electrical Fault,9.8,30.5,2024
SUR-03,Underground Haulageway,Continuous Haulage,Hydraulic Burst,14.0,39.5,2025
ANDINA-02,Shaft / Hoistway,Haulage LHD,Bearing Seizure,40.9,7.4,2023
ANDINA-02,Underground Haulageway,Mine Fan,Bearing Seizure,9.1,39.1,2024
SUR-03,Shaft / Hoistway,Drill Jumbo,Electrical Fault,28.4,18.5,2025
ANDINA-02,Pump Station,Mine Fan,Power Transmission Failure,29.5,23.9,2025
SUR-03,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,77.9,15.7,2024
SUR-03,Pump Station,Haulage LHD,Power Transmission Failure,39.8,128.6,2023
ANDINA-02,Pump Station,Haulage LHD,Power Transmission Failure,43.1,55.2,2025
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Electrical Fault,22.2,14.6,2024
TITAN-01,Stope Production Face,Continuous Haulage,Bearing Seizure,9.0,49.7,2025
SUR-03,Drift / Ramp,Slurry Pump,Power Transmission Failure,17.3,90.6,2025
TITAN-01,Underground Haulageway,Mine Fan,Power Transmission Failure,23.1,24.7,2025
ANDINA-02,Drift / Ramp,Mine Fan,Electrical Fault,31.2,85.0,2025
TITAN-01,Underground Haulageway,Mine Fan,Electrical Fault,26.5,8.1,2023
SUR-03,Underground Haulageway,Haulage LHD,Power Transmission Failure,16.0,83.1,2024
TITAN-01,Pump Station,Mine Fan,Electrical Fault,11.4,37.3,2024
SUR-03,Underground Haulageway,Slurry Pump,Power Transmission Failure,8.4,12.1,2024
ANDINA-02,Underground Haulageway,Slurry Pump,Bearing Seizure,32.4,25.1,2024
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Hydraulic Burst,28.9,212.3,2024
SUR-03,Drift / Ramp,Haulage LHD,Electrical Fault,31.9,73.5,2023
ANDINA-02,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,15.2,41.1,2025
ANDINA-02,Underground Haulageway,Continuous Haulage,Power Transmission Failure,11.3,5.9,2025
ANDINA-02,Pump Station,Haulage LHD,Power Transmission Failure,38.2,26.0,2024
ANDINA-02,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,39.7,14.7,2025
SUR-03,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,18.6,3.5,2025
TITAN-01,Stope Production Face,Continuous Haulage,Power Transmission Failure,26.7,37.5,2025
TITAN-01,Underground Haulageway,Drill Jumbo,Electrical Fault,15.2,105.6,2024
ANDINA-02,Pump Station,Slurry Pump,Bearing Seizure,33.1,54.0,2024
TITAN-01,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,47.3,13.8,2023
TITAN-01,Shaft / Hoistway,Haulage LHD,Electrical Fault,32.0,40.9,2024
ANDINA-02,Pump Station,Continuous Haulage,Bearing Seizure,21.2,137.7,2023
ANDINA-02,Underground Haulageway,Haulage LHD,Hydraulic Burst,18.7,61.6,2024
TITAN-01,Stope Production Face,Slurry Pump,Power Transmission Failure,28.7,56.1,2025
SUR-03,Shaft / Hoistway,Slurry Pump,Power Transmission Failure,31.3,165.5,2023
ANDINA-02,Stope Production Face,Mine Fan,Power Transmission Failure,23.6,77.0,2023
SUR-03,Drift / Ramp,Mine Fan,Hydraulic Burst,27.5,7.1,2023
TITAN-01,Underground Haulageway,Mine Fan,Hydraulic Burst,6.4,20.5,2024
ANDINA-02,Drift / Ramp,Slurry Pump,Hydraulic Burst,76.8,161.1,2023
SUR-03,Drift / Ramp,Drill Jumbo,Electrical Fault,41.5,32.3,2024
ANDINA-02,Drift / Ramp,Slurry Pump,Hydraulic Burst,15.2,5.7,2023
TITAN-01,Underground Haulageway,Continuous Haulage,Bearing Seizure,23.9,29.5,2024
SUR-03,Underground Haulageway,Slurry Pump,Electrical Fault,5.2,57.3,2023
TITAN-01,Pump Station,Slurry Pump,Electrical Fault,5.0,288.5,2025
TITAN-01,Stope Production Face,Haulage LHD,Electrical Fault,10.9,18.8,2025
ANDINA-02,Stope Production Face,Haulage LHD,Hydraulic Burst,32.1,34.6,2023
SUR-03,Pump Station,Haulage LHD,Electrical Fault,49.9,101.6,2024
TITAN-01,Pump Station,Slurry Pump,Hydraulic Burst,23.7,21.1,2024
TITAN-01,Drift / Ramp,Drill Jumbo,Hydraulic Burst,22.2,5.6,2024
SUR-03,Pump Station,Continuous Haulage,Electrical Fault,16.4,142.8,2025
TITAN-01,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,8.2,32.2,2025
TITAN-01,Stope Production Face,Drill Jumbo,Power Transmission Failure,7.0,33.5,2025
SUR-03,Pump Station,Drill Jumbo,Electrical Fault,38.3,46.6,2024
SUR-03,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,67.0,0.2,2024
SUR-03,Shaft / Hoistway,Mine Fan,Bearing Seizure,18.7,128.4,2024
SUR-03,Shaft / Hoistway,Haulage LHD,Bearing Seizure,29.9,21.5,2023
ANDINA-02,Shaft / Hoistway,Haulage LHD,Hydraulic Burst,63.0,24.3,2023
SUR-03,Drift / Ramp,Continuous Haulage,Power Transmission Failure,6.3,9.2,2023
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Bearing Seizure,39.3,22.8,2025
ANDINA-02,Drift / Ramp,Mine Fan,Electrical Fault,27.0,78.2,2025
ANDINA-02,Drift / Ramp,Continuous Haulage,Power Transmission Failure,25.9,77.3,2024
TITAN-01,Shaft / Hoistway,Haulage LHD,Bearing Seizure,12.3,131.8,2023
ANDINA-02,Stope Production Face,Slurry Pump,Bearing Seizure,31.6,24.8,2024
ANDINA-02,Shaft / Hoistway,Drill Jumbo,Electrical Fault,42.0,59.2,2023
TITAN-01,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,6.9,34.0,2023
TITAN-01,Shaft / Hoistway,Continuous Haulage,Electrical Fault,22.3,78.2,2024
TITAN-01,Stope Production Face,Haulage LHD,Hydraulic Burst,6.6,59.8,2024
SUR-03,Underground Haulageway,Mine Fan,Bearing Seizure,53.4,22.0,2023
TITAN-01,Underground Haulageway,Slurry Pump,Hydraulic Burst,21.0,19.7,2023
TITAN-01,Drift / Ramp,Mine Fan,Bearing Seizure,43.6,14.0,2025
ANDINA-02,Drift / Ramp,Haulage LHD,Bearing Seizure,15.0,41.2,2024
TITAN-01,Stope Production Face,Slurry Pump,Power Transmission Failure,7.2,159.4,2024
SUR-03,Pump Station,Mine Fan,Hydraulic Burst,5.0,10.7,2024
TITAN-01,Underground Haulageway,Mine Fan,Hydraulic Burst,11.9,4.8,2024
SUR-03,Drift / Ramp,Slurry Pump,Hydraulic Burst,10.7,6.1,2023
TITAN-01,Underground Haulageway,Haulage LHD,Electrical Fault,23.7,73.4,2025
TITAN-01,Stope Production Face,Mine Fan,Power Transmission Failure,4.5,20.7,2024
TITAN-01,Stope Production Face,Continuous Haulage,Power Transmission Failure,21.6,12.2,2023
TITAN-01,Pump Station,Slurry Pump,Power Transmission Failure,15.9,20.9,2023
SUR-03,Pump Station,Drill Jumbo,Electrical Fault,24.7,49.8,2023
SUR-03,Stope Production Face,Drill Jumbo,Hydraulic Burst,33.1,38.0,2023
ANDINA-02,Drift / Ramp,Haulage LHD,Hydraulic Burst,28.1,65.3,2023
SUR-03,Underground Haulageway,Continuous Haulage,Hydraulic Burst,104.2,19.9,2024
TITAN-01,Shaft / Hoistway,Mine Fan,Power Transmission Failure,7.6,28.9,2024
ANDINA-02,Pump Station,Drill Jumbo,Power Transmission Failure,17.5,5.2,2025
ANDINA-02,Shaft / Hoistway,Haulage LHD,Bearing Seizure,17.3,3.6,2024
ANDINA-02,Drift / Ramp,Continuous Haulage,Electrical Fault,17.0,29.8,2023
TITAN-01,Pump Station,Continuous Haulage,Electrical Fault,30.2,17.2,2025
SUR-03,Shaft / Hoistway,Haulage LHD,Power Transmission Failure,20.2,45.5,2023
TITAN-01,Drift / Ramp,Haulage LHD,Bearing Seizure,21.5,2.1,2023
ANDINA-02,Underground Haulageway,Mine Fan,Hydraulic Burst,17.6,6.2,2024
TITAN-01,Drift / Ramp,Haulage LHD,Power Transmission Failure,119.0,96.2,2023
TITAN-01,Pump Station,Mine Fan,Electrical Fault,67.0,40.1,2024
SUR-03,Stope Production Face,Mine Fan,Electrical Fault,12.8,59.8,2023
SUR-03,Underground Haulageway,Slurry Pump,Electrical Fault,6.8,88.6,2025
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Hydraulic Burst,47.9,29.9,2023
TITAN-01,Pump Station,Continuous Haulage,Electrical Fault,144.8,68.7,2024
TITAN-01,Stope Production Face,Continuous Haulage,Hydraulic Burst,12.3,35.7,2023
SUR-03,Drift / Ramp,Slurry Pump,Hydraulic Burst,14.6,12.1,2024
TITAN-01,Stope Production Face,Mine Fan,Hydraulic Burst,72.2,19.8,2024
TITAN-01,Pump Station,Mine Fan,Power Transmission Failure,33.8,32.4,2025
TITAN-01,Pump Station,Haulage LHD,Hydraulic Burst,12.4,18.3,2024
SUR-03,Stope Production Face,Slurry Pump,Bearing Seizure,24.9,19.6,2025
ANDINA-02,Drift / Ramp,Haulage LHD,Electrical Fault,73.3,19.8,2025
ANDINA-02,Stope Production Face,Slurry Pump,Power Transmission Failure,44.1,6.3,2023
TITAN-01,Pump Station,Haulage LHD,Electrical Fault,36.5,4.2,2025
ANDINA-02,Pump Station,Drill Jumbo,Hydraulic Burst,36.1,2.3,2024
SUR-03,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,8.7,5.6,2024
SUR-03,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,45.8,20.2,2025
ANDINA-02,Underground Haulageway,Mine Fan,Hydraulic Burst,11.8,43.3,2023
ANDINA-02,Pump Station,Drill Jumbo,Electrical Fault,67.9,10.0,2025
TITAN-01,Shaft / Hoistway,Continuous Haulage,Bearing Seizure,14.9,105.1,2025
ANDINA-02,Stope Production Face,Mine Fan,Hydraulic Burst,50.8,79.3,2024
TITAN-01,Drift / Ramp,Drill Jumbo,Bearing Seizure,11.4,35.3,2023
TITAN-01,Stope Production Face,Continuous Haulage,Hydraulic Burst,21.3,61.8,2023
SUR-03,Drift / Ramp,Haulage LHD,Power Transmission Failure,6.7,21.9,2023
SUR-03,Shaft / Hoistway,Slurry Pump,Hydraulic Burst,29.9,1.8,2023
SUR-03,Underground Haulageway,Drill Jumbo,Power Transmission Failure,47.4,112.7,2024
SUR-03,Stope Production Face,Mine Fan,Hydraulic Burst,34.4,6.6,2023
ANDINA-02,Stope Production Face,Drill Jumbo,Hydraulic Burst,21.8,141.9,2023
SUR-03,Stope Production Face,Mine Fan,Electrical Fault,5.1,40.7,2023
ANDINA-02,Drift / Ramp,Drill Jumbo,Bearing Seizure,69.0,17.5,2024
SUR-03,Shaft / Hoistway,Mine Fan,Bearing Seizure,33.3,32.8,2024
ANDINA-02,Stope Production Face,Continuous Haulage,Bearing Seizure,36.9,33.4,2023
TITAN-01,Stope Production Face,Haulage LHD,Hydraulic Burst,42.0,1.1,2024
ANDINA-02,Underground Haulageway,Continuous Haulage,Hydraulic Burst,37.1,21.1,2025
ANDINA-02,Underground Haulageway,Haulage LHD,Hydraulic Burst,18.0,64.6,2023
SUR-03,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,35.7,34.2,2024
ANDINA-02,Shaft / Hoistway,Continuous Haulage,Power Transmission Failure,27.5,13.4,2023
TITAN-01,Pump Station,Drill Jumbo,Electrical Fault,50.2,19.6,2023
TITAN-01,Underground Haulageway,Slurry Pump,Hydraulic Burst,42.9,95.4,2024
SUR-03,Pump Station,Mine Fan,Bearing Seizure,5.0,35.8,2025
TITAN-01,Drift / Ramp,Mine Fan,Bearing Seizure,15.4,36.1,2023
ANDINA-02,Pump Station,Mine Fan,Electrical Fault,4.8,156.3,2025
TITAN-01,Stope Production Face,Haulage LHD,Bearing Seizure,6.6,18.6,2024
SUR-03,Pump Station,Mine Fan,Electrical Fault,26.1,31.3,2023
ANDINA-02,Shaft / Hoistway,Mine Fan,Hydraulic Burst,53.7,80.1,2024
SUR-03,Drift / Ramp,Drill Jumbo,Bearing Seizure,7.1,68.3,2024
ANDINA-02,Stope Production Face,Continuous Haulage,Hydraulic Burst,18.4,14.8,2024
TITAN-01,Pump Station,Mine Fan,Power Transmission Failure,62.0,7.9,2024
SUR-03,Drift / Ramp,Slurry Pump,Bearing Seizure,44.4,57.9,2023
SUR-03,Drift / Ramp,Mine Fan,Power Transmission Failure,21.6,14.3,2025
ANDINA-02,Stope Production Face,Haulage LHD,Bearing Seizure,39.4,122.9,2025
SUR-03,Pump Station,Haulage LHD,Hydraulic Burst,21.8,6.6,2023
ANDINA-02,Drift / Ramp,Haulage LHD,Electrical Fault,8.1,18.4,2023
ANDINA-02,Drift / Ramp,Mine Fan,Hydraulic Burst,7.2,2.7,2025
ANDINA-02,Underground Haulageway,Drill Jumbo,Hydraulic Burst,9.0,58.3,2025
ANDINA-02,Drift / Ramp,Slurry Pump,Hydraulic Burst,14.4,106.5,2023
TITAN-01,Underground Haulageway,Mine Fan,Bearing Seizure,68.0,48.5,2024
ANDINA-02,Pump Station,Drill Jumbo,Electrical Fault,42.6,133.3,2023
